"future","playerID","firstName","lastName","name","team","logo","playerURL","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","espnbet_odds","espnbet_line","espnbet_mult","espnbet_winPct","espnbet_win","espnbet_odds_under","espnbet_mult_under","espnbet_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Most Improved Player","5354","Davion","Mitchell","Davion Mitchell","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=9","/betting/nba/player/davion-mitchell-odds-5354","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betrivers","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5699","Keegan","Murray","Keegan Murray","SAC","https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=9","/betting/nba/player/keegan-murray-odds-5699","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betrivers","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5118","Onyeka","Okongwu","Onyeka Okongwu","ATL","https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=9","/betting/nba/player/onyeka-okongwu-odds-5118","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.4","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5889","Brandin","Podziemski","Brandin Podziemski","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=9","/betting/nba/player/brandin-podziemski-odds-5889","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betrivers","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5333","Neemias","Queta","Neemias Queta","BOS","https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=9","/betting/nba/player/neemias-queta-odds-5333","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.4","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5404","Alperen","Sengun","Alperen Sengun","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=9","/betting/nba/player/alperen-sengun-odds-5404","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.4","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5379","Jalen","Suggs","Jalen Suggs","ORL","https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=9","/betting/nba/player/jalen-suggs-odds-5379","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betrivers","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","6277","Jaylon","Tyson","Jaylon Tyson","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=9","/betting/nba/player/jaylon-tyson-odds-6277","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betrivers","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","4195","Derrick","White","Derrick White","BOS","https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=9","/betting/nba/player/derrick-white-odds-4195","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.4","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5647","Mark","Williams","Mark Williams","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=9","/betting/nba/player/mark-williams-odds-5647","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betrivers","25000","0.0",250,NA,"5,000.00",2025-12-29
"Most Improved Player","5401","Trey","Murphy","Trey Murphy","NOP","https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=9","/betting/nba/player/trey-murphy-odds-5401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35000","0.0",350,"0.2","7,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","35000","0.0",350,NA,"7,000.00",2025-12-29
"Most Improved Player","5643","Jabari","Smith","Jabari Smith","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=9","/betting/nba/player/jabari-smith-odds-5643","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35000","0.0",350,"0.2","7,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.4","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","35000","0.0",350,NA,"7,000.00",2025-12-29
